Letter reference,Author name,Author API,Author gender,Author DOB,Relation to recipient,Recipient,Recipient API,Recipient gender,Recipient DOB,Relation to author,Change from 2006?,Order of Gardiner letters in file
JONES_025,JOHN_JONES,COLONEL,MALE,1597?,,PHILIP_JONES,LORD/COLONEL,MALE,1618,,ok,
JONES_026,THOMAS_HARRISON,MAJOR_GENERAL,MALE,1606,,JOHN_JONES,COLONEL,MALE,1597?,,ok,
JONES_027,THOMAS_HARRISON,MAJOR_GENERAL,MALE,1606,,JOHN_JONES,COLONEL,MALE,1597?,,ok,
JONES_028,JOHN_JONES,COLONEL,MALE,1597?,BROTHER,HUMPHREY_JONES,,MALE,,BROTHER,ok,
JONES_029,JOHN_JONES,COLONEL,MALE,1597?,KIN,ELLIS_HUGHES,,MALE,,KIN,ok,
JONES_030,JOHN_JONES,COLONEL,MALE,1597?,,MR_POORE,,MALE,,,ok,
JONES_031,JOHN_JONES,COLONEL,MALE,1597?,FRIEND,MR_COURTNEY,,MALE,,FRIEND,ok,
JONES_032,JOHN_JONES,COLONEL,MALE,1597?,,THOMAS_HARRISON,MAJOR_GENERAL,MALE,1606,,ok,
JONES_033,JOHN_JONES,COLONEL,MALE,1597?,,MR_POORE,,MALE,,,ok,
JONES_034,JOHN_JONES,COLONEL,MALE,1597?,FRIEND,MORGAN_LLOYD,,MALE,,FRIEND,ok,
JONES_035,JOHN_JONES,COLONEL,MALE,1597?,FRIEND,DANIEL_LLOYD,,MALE,,FRIEND,ok,
JONES_036,PETER_STERRY,,MALE,,,JOHN_JONES,COLONEL,MALE,1597?,,ok,
JONES_037,JOHN_JONES,COLONEL,MALE,1597?,,PHILIP_JONES,LORD/COLONEL,MALE,1618,,ok,
JONES_038,JOHN_JONES,COLONEL,MALE,1597?,,OLIVER_CROMWELL,LORD_PROTECTOR,MALE,1599,,ok,
JONES_039,JOHN_JONES,COLONEL,MALE,1597?,,HENRY_CROMWELL_2,COLONEL,MALE,1628,,ok,
JONES_040,THOMAS_HARRISON,MAJOR_GENERAL,MALE,1606,,JOHN_JONES,COLONEL,MALE,1597?,,ok,
JONES_041,JOHN_JONES,COLONEL,MALE,1597?,,PETER_STERRY,,MALE,,,ok,
JONES_042,JOHN_JONES,COLONEL,MALE,1597?,,CHARLES_FLEETWOOD,LORD/GENERAL,MALE,1618?,,ok,
JONES_043,JOHN_JONES,COLONEL,MALE,1597?,,EDMUND_LUDLOW,LIEUTENANT-GENERAL,MALE,1616?,,ok,
JONES_044,JOHN_JONES,COLONEL,MALE,1597?,,CHARLES_FLEETWOOD,LORD/GENERAL,MALE,1618?,,ok,
JONES_045,JOHN_JONES,COLONEL,MALE,1597?,,CHARLES_FLEETWOOD,LORD/GENERAL,MALE,1618?,,ok,
JONES_046,JOHN_JONES,COLONEL,MALE,1597?,,ROBERT_BARROW,COLONEL,MALE,,,ok,
JONES_047,JOHN_JONES,COLONEL,MALE,1597?,,GEORGE_MONCK,1ST_DUKE_OF_ALBEMARLE/GENERAL,MALE,1608,,ok,
JONES_048,JOHN_JONES,COLONEL,MALE,1597?,,JOHN_BARRETT,MAJOR,MALE,,,ok,
JONES_049,JOHN_JONES,COLONEL,MALE,1597?,,DANIEL_AXTEL,COLONEL,MALE,1622?,,ok,
JONES_050,JOHN_JONES,COLONEL,MALE,1597?,,ROBERT_BARROW,COLONEL,MALE,,,ok,
JONES_051,JOHN_JONES,COLONEL,MALE,1597?,,THOMAS_SCOTT,POLITICIAN/REGICIDE(DNB),MALE,,,ok,
JONES_052,JOHN_JONES,COLONEL,MALE,1597?,,EDMUND_LUDLOW,LIEUTENANT-GENERAL,MALE,1616?,,ok,
JONES_053,JOHN_JONES,COLONEL,MALE,1597?,,THOMAS_COOPER,LORD/COLONEL,MALE,,,ok,
JONES_054,JOHN_JONES,COLONEL,MALE,1597?,,ROGER_BOYLE,1ST_EARL_OF_ORRERY/POLITICIAN/WRITER(DNB),MALE,1621,,ok,
JONES_055,JOHN_JONES,COLONEL,MALE,1597?,,CHARLES_FLEETWOOD,LORD/GENERAL,MALE,1618?,,ok,
JONES_056,JOHN_JONES,COLONEL,MALE,1597?,,EDMUND_LUDLOW,LIEUTENANT-GENERAL,MALE,1616?,,ok,
JONES_057,JOHN_JONES,COLONEL,MALE,1597?,,HENRY_CROMWELL_2,COLONEL,MALE,1628,,ok,
JONES_058,JOHN_JONES,COLONEL,MALE,1597?,,HARDRESS_WALLER,SIR,MALE,1604?,,ok,
JONES_059,JOHN_JONES,COLONEL,MALE,1597?,,MATTHEW_THOMLINSON,SIR,MALE,1617?,,ok,
JONES_060,JOHN_JONES,COLONEL,MALE,1597?,,HARDRESS_WALLER,SIR,MALE,1604?,,ok,
JONES_061,JOHN_JONES,COLONEL,MALE,1597?,,RICHARD_CROMWELL,LORD_PROTECTOR,MALE,1626,,ok,
JONES_062,JOHN_JONES,COLONEL,MALE,1597?,,HENRIETTA_MARIA_STUART,QUEEN_OF_ENGLAND,FEMALE,1609,,ok,
JONSON_001,BEN_JONSON,POET/PLAYWRIGHT(DNB),MALE,1572,,THOMAS_HOWARD_IV,1ST_EARL_OF_SUFFOLK/NAVAL_OFFICER/ADMINISTRATOR(DNB),MALE,1561,,ok,
JONSON_002,BEN_JONSON,POET/PLAYWRIGHT(DNB),MALE,1572,,ROBERT_CECIL,1ST_EARL_OF_SALISBURY/POLITICIAN/COURTIER(DNB),MALE,1563?,,ok,
JONSON_003,BEN_JONSON,POET/PLAYWRIGHT(DNB),MALE,1572,,LUCY_RUSSEL[N.HARRINGTON][?],COUNTESS_OF_BEDFORD,FEMALE,1582,,ok,
JONSON_004,BEN_JONSON,POET/PLAYWRIGHT(DNB),MALE,1572,,ESME_STUART[?],SEIGNEUR_D'AUBIGNY/3RD_DUKE_OF_LENNOX,MALE,1579?,,ok,
JONSON_005,BEN_JONSON,POET/PLAYWRIGHT(DNB),MALE,1572,,PHILIP_HERBERT,1ST_EARL_OF_MONTGOMERY,MALE,1584,,ok,
JONSON_006,BEN_JONSON,POET/PLAYWRIGHT(DNB),MALE,1572,,WILLIAM_HERBERT,3RD_EARL_OF_PEMBROKE,MALE,1580,,ok,
JONSON_007,BEN_JONSON,POET/PLAYWRIGHT(DNB),MALE,1572,,JOHN[?]_LEECH,SECRETARY_TO_EARL_OF_PEMBROKE[?],MALE,,,ok,
JONSON_008,BEN_JONSON,POET/PLAYWRIGHT(DNB),MALE,1572,,THOMAS_BOND,SECRETARY_TO_LORD_CHANCELLOR,MALE,,,ok,
JONSON_009,BEN_JONSON,POET/PLAYWRIGHT(DNB),MALE,1572,,ROBERT_CECIL,1ST_EARL_OF_SALISBURY/POLITICIAN/COURTIER(DNB),MALE,1563?,,ok,
JONSON_010,BEN_JONSON,POET/PLAYWRIGHT(DNB),MALE,1572,FRIEND,WILLIAM_DRUMMOND,POET/PAMPHLETEER(DNB),MALE,1585,FRIEND,ok,
JONSON_011,BEN_JONSON,POET/PLAYWRIGHT(DNB),MALE,1572,,WILLIAM_CAVENDISH,1ST_DUKE_OF_NEWCASTLE/WRITER/ARMY_OFFICER(DNB),MALE,1593?,,ok,
JONSON_012,BEN_JONSON,POET/PLAYWRIGHT(DNB),MALE,1572,,WILLIAM_CAVENDISH,1ST_DUKE_OF_NEWCASTLE/WRITER/ARMY_OFFICER(DNB),MALE,1593?,,ok,
JONSON_013,BEN_JONSON,POET/PLAYWRIGHT(DNB),MALE,1572,,WILLIAM_CAVENDISH,1ST_DUKE_OF_NEWCASTLE/WRITER/ARMY_OFFICER(DNB),MALE,1593?,,ok,
JONSON_014,BEN_JONSON,POET/PLAYWRIGHT(DNB),MALE,1572,,WILLIAM_CAVENDISH,1ST_DUKE_OF_NEWCASTLE/WRITER/ARMY_OFFICER(DNB),MALE,1593?,,ok,
JONSON_015,BEN_JONSON,POET/PLAYWRIGHT(DNB),MALE,1572,,WILLIAM_CAVENDISH,1ST_DUKE_OF_NEWCASTLE/WRITER/ARMY_OFFICER(DNB),MALE,1593?,,ok,
JONSON_016,BEN_JONSON,POET/PLAYWRIGHT(DNB),MALE,1572,,ROBERT_COTTON,BARONET/ANTIQUARY/POLITICIAN(DNB),MALE,1571,,ok,
KNYVETT_001,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_002,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_003,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_004,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_005,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_006,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_007,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_008,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_009,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_010,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_011,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_012,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_013,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_014,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_015,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_016,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_017,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_018,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_019,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_020,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_021,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_022,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_023,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_024,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_025,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_026,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_027,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_028,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_029,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_030,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_031,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_032,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_033,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_034,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_035,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_036,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_037,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_038,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_039,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_040,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_041,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_042,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_043,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_044,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
KNYVETT_045,THOMAS_KNYVETT,SIR,MALE,1596,HUSBAND,KATHERINE_KNYVETT,,FEMALE,,WIFE,ok,
LEYCEST_001,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_002,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_003,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_004,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_005,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_006,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,ok,
LEYCEST_007,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_008,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_009,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,ok,
LEYCEST_010,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_011,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_012,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_013,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_014,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_015,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_016,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_017,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,ok,
LEYCEST_018,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_019,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_020,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_021,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_022,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,WILLIAM_DAVISON,DIPLOMAT/ADMINISTRATOR(DNB),MALE,,,ok,
LEYCEST_023,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_024,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_025,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_026,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_027,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,ok,
LEYCEST_028,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_029,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,WILLIAM_CECIL_&,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,ok,
LEYCEST_030,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_031,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_032,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_033,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_034,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_035,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_036,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_037,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_038,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_039,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_040,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,PRIVY_COUNCIL,,MALE,,,ok,
LEYCEST_041,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_042,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_043,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_044,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_045,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,PRIVY_COUNCIL,,MALE,,,ok,
LEYCEST_046,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_047,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_048,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_049,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_050,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_051,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_052,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,PRIVY_COUNCIL,,MALE,,,ok,
LEYCEST_053,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_054,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_055,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ok,
LEYCEST_056,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_057,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_058,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
LEYCEST_059,FRANCIS_WALSINGHAM,SIR/PRINCIPLE_SECRETARY(DNB),MALE,1530?,,ROBERT_DUDLEY,EARL_OF_LEICESTER/COURTIER/MAGNATE(DNB),MALE,1533,,ok,
